"ATT1","ATT2","ATT3","ATT4","ATT5","ATT6","ATT7","ATT8","ATT9","ATT10","PCA1","PCA2","PCA3","PCA4","PCA5","PCA6","ATT1.1","ATT2.1","ATT3.1","ATT4.1","ATT5.1","ATT6.1","ATT7.1","ATT8.1","ATT9.1","ATT10.1","SumPCA","2Sums","3Sums","RMean","Result"
1.56697063134985,-0.553188327281096,-0.323034260040851,-0.69159165771911,-0.667954771284527,-0.143692868972378,-0.540646470236267,-0.191037772967773,0.575355838973682,-0.156692331457413,-0.0777859889231866,0.268357096257957,0.0272262279114077,-0.301896048558141,-0.182597607189195,0.0262077009060739,10,3,5,4,4,4,3,4,6,4,-0.695130845263555,43,2,4.7,"3"
-1.43655914481699,-0.918481279371831,-1.07349895124364,1.58048802782285,-0.285834350542533,-0.886441154015821,-1.26888892467513,1.27089590956808,-0.914859230471636,0.960787731401744,0.696888964741313,0.0774121625408291,-0.468607577744077,0.432055199660653,0.0521324490301645,-0.266664698925372,2,2,3,10,5,2,1,8,2,7,0.298911158617557,74,2,4.2,"1"
0.816088187308139,1.27327643317258,1.17789512236473,1.58048802782285,-1.43219561276851,2.08455198615795,0.187595984202598,2.00186275083601,-0.914859230471636,0.215801022828972,-0.0687821873155162,0.555815154226641,0.321999093516476,-0.288260355681076,-0.430841923517394,-0.401821515110455,8,8,9,10,2,10,5,10,2,5,-0.250803941151439,21,1,6.9,"0"
0.0652057432664291,-0.553188327281096,-0.698266605642245,-0.69159165771911,-1.43219561276851,2.08455198615795,-1.26888892467513,0.539929068300153,-0.169751695748977,-0.156692331457413,0.0284638428120351,-0.151224108620813,0.127354700927359,-0.208048870869181,0.276072275903214,-1.0228041614949,6,3,4,4,2,10,1,6,4,4,-1.05381712210782,26,4,4.4,"1"
0.0652057432664291,-1.28377423146257,-1.07349895124364,-0.69159165771911,0.096286070199461,-1.25781529653754,-0.904767697455699,0.17444564766619,-1.28741299783297,-0.901679040030185,0.0178251780020165,0.234143637952997,-0.322936579978527,0.133312294242484,-0.0472436254638635,-0.373452536154145,6,1,3,4,6,1,2,5,1,2,-0.549098988527287,54,3,3.1,"3"
-0.310235478754426,-0.918481279371831,-0.698266605642245,0.44444818505187,0.860526911683448,0.599055416071065,0.187595984202598,-1.28748803486966,0.202802071612352,0.960787731401744,0.0565828958374517,-0.276303207181543,0.134598967688658,-0.21807249531721,0.255495348547374,0.265803096253396,5,2,4,7,8,6,5,1,5,7,-0.103843541633822,41,6,5,"2"
-0.685676700775281,0.907983481081844,-1.44873129684503,-1.44895155289976,-0.285834350542533,-0.515067011494099,-1.26888892467513,-1.28748803486966,-1.28741299783297,1.33328108568813,-0.206269497015162,-0.175024322006007,0.710833027499623,-0.430201980914415,-0.12682575493278,0.0842639162173495,4,7,2,2,5,3,1,1,1,8,0.247483541445325,34,6,3.4,"0"
0.816088187308139,0.907983481081844,1.17789512236473,-1.44895155289976,0.478406490941455,-0.886441154015821,-0.904767697455699,1.63637933020204,0.202802071612352,0.215801022828972,-0.157310440835921,-0.445510253131567,0.349723780575422,-0.642905144916067,-0.0782663295666893,0.0326421400199052,8,7,9,2,7,2,2,9,5,5,-1.20889207193157,14,2,5.6,"2"
-1.43655914481699,-0.553188327281096,-1.44873129684503,1.20180808023252,-0.667954771284527,-0.515067011494099,-1.26888892467513,-1.28748803486966,-0.914859230471636,0.588294377115358,0.704860651741522,-0.164244769770796,-0.642807416492711,-0.196613359275888,0.0245966391254034,0.109580902068762,2,3,2,9,4,3,1,1,2,6,0.453522613065245,39,9,3.3,"1"
0.440646965287284,-0.918481279371831,-0.323034260040851,0.44444818505187,-0.285834350542533,1.34180370111451,-0.540646470236267,-0.9220046142357,-0.542305463110307,-1.27417239431657,0.13083059745589,-0.407533529216689,0.0528477483822075,-0.0163662752144707,0.0608114774887857,-0.412715687174678,7,2,5,7,5,8,3,2,3,1,-0.84190560940651,30,5,4.3,"1"
-0.685676700775281,0.907983481081844,-0.323034260040851,-0.69159165771911,-1.05007519202652,0.599055416071065,0.915838438641463,1.63637933020204,0.202802071612352,-0.156692331457413,-0.30423727956624,-0.148544252047278,0.0118953519923013,0.147136656056178,0.322985026872662,-0.146437623624299,4,7,5,4,3,6,7,9,5,4,1.12530494669801,34,3,5.4,"1"
-0.685676700775281,-0.187895375190361,-1.07349895124364,-0.312911710128783,0.860526911683448,-0.886441154015821,-0.540646470236267,-0.9220046142357,0.575355838973682,-0.901679040030185,0.112175314623074,0.00691902346621751,0.228387725911458,0.0962462477660012,-0.210353687874399,-0.382591997315244,4,4,3,5,8,2,3,2,6,2,-0.0880221929564275,35,1,3.9,"0"
-0.685676700775281,-0.918481279371831,0.802662776763333,-1.44895155289976,-0.285834350542533,-1.25781529653754,-1.26888892467513,-0.9220046142357,0.202802071612352,-0.901679040030185,0.025249228077574,0.195407597226772,-0.246885233068189,0.354192644722218,-0.123367393966257,-0.658516729476948,4,2,8,2,5,1,1,2,5,2,0.152361222961604,52,3,3.2,"2"
1.19152940932899,-0.918481279371831,-0.323034260040851,-1.44895155289976,0.096286070199461,-0.143692868972378,0.915838438641463,0.539929068300153,1.32046337369634,0.960787731401744,-0.25349879647112,0.282509007881081,0.0789649306567731,-0.62537402074075,0.0504096175459768,0.0338230654041223,9,2,5,2,6,4,7,6,8,7,-1.72997095277593,23,3,5.6,"0"
1.56697063134985,1.27327643317258,1.17789512236473,1.58048802782285,1.24264733242544,-0.886441154015821,1.64408089308033,2.00186275083601,-0.542305463110307,-0.529185685743799,-0.48197315327341,-0.311249293618768,0.508384843654677,0.827448839209049,-0.292499845674063,0.216407137488315,10,8,9,10,9,2,9,10,3,3,0.00537405308709012,16,3,7.3,"1"
0.0652057432664291,1.63856938526331,1.17789512236473,-0.312911710128783,1.62476775316744,-1.25781529653754,1.27995966586089,-1.28748803486966,1.32046337369634,0.215801022828972,-0.0159393836270054,0.707213931807496,0.616675314556662,0.0736545474600839,-0.396655025495366,0.373407729418084,6,9,9,5,10,1,8,1,8,5,2.25796153555332,20,3,6.2,"0"
-0.685676700775281,1.27327643317258,0.0521980855605439,-1.44895155289976,0.860526911683448,0.227681273549344,0.55171721142203,0.905412488934117,2.065570908419,-0.156692331457413,-0.295941154439519,0.666611254292259,-0.0122866171057078,0.353732965241696,-0.255464694283341,-0.0360382138738766,4,8,6,2,8,5,6,7,10,4,0.297200220496262,20,4,6,"1"
-1.43655914481699,0.177397576900374,1.55312746796612,0.0657682374615435,0.096286070199461,0.227681273549344,-0.904767697455699,0.17444564766619,0.575355838973682,-0.901679040030185,-0.752096299312935,-0.0417566291837877,-0.379165461773027,-0.0195246220060668,-0.0152405067699661,-0.166811449205323,2,5,10,6,6,5,2,5,6,2,-1.42689345426547,47,9,4.9,"1"
-1.06111792279614,0.907983481081844,1.55312746796612,-0.312911710128783,1.62476775316744,1.34180370111451,-0.176525243016834,-1.28748803486966,1.69301714105767,-0.529185685743799,0.249770647359817,-0.221666272078441,-0.461077077776481,0.0495287950452264,-1.19039154737158,0.135720323248031,3,7,10,5,10,8,4,1,9,3,-1.71416196077833,10,2,6,"1"
-0.685676700775281,-0.553188327281096,-0.323034260040851,-1.44895155289976,-1.43219561276851,-0.515067011494099,1.27995966586089,1.27089590956808,-0.542305463110307,0.215801022828972,0.167394452959438,0.16422506372696,0.0511310287862504,1.06157921817461,-0.144863254854569,-0.0605208728640832,4,3,5,2,2,3,8,8,3,5,1.82527718110238,43,9,4.3,"3"
-0.310235478754426,0.542690528991109,-1.44873129684503,0.0657682374615435,-1.43219561276851,-0.143692868972378,-0.176525243016834,0.905412488934117,-0.542305463110307,1.70577443997452,0.0920996318183709,-0.0858990159630772,1.0614178468369,0.00665230423818322,-0.168284372057584,-0.0490457785192307,5,6,2,6,2,4,4,7,3,9,0.639438535783491,21,8,4.8,"2"
1.56697063134985,-1.28377423146257,-0.323034260040851,0.823128132642197,0.478406490941455,0.227681273549344,-0.540646470236267,0.17444564766619,-0.542305463110307,-0.901679040030185,-0.24802576806753,0.940561499258784,-0.0326741640051501,0.0967183530585308,0.163291462997982,0.0448614605112604,10,1,5,8,7,5,3,5,3,2,0.902393520409879,55,11,4.9,"3"
1.56697063134985,1.63856938526331,1.55312746796612,-1.07027160530944,-0.667954771284527,1.34180370111451,-0.904767697455699,-0.556521193601737,0.575355838973682,-0.901679040030185,-1.14804629209437,0.165737481904059,0.182493982205983,-0.365309040628306,-0.131611292084566,0.378921494449086,10,9,10,3,4,8,2,3,6,2,-1.48340910012291,17,5,5.7,"2"
1.56697063134985,-0.918481279371831,1.55312746796612,1.58048802782285,0.860526911683448,0.599055416071065,-0.904767697455699,-1.28748803486966,0.575355838973682,1.33328108568813,0.158495434488911,-0.107922440180466,0.530119179544276,0.31141340762629,0.243010317468875,0.144860684651174,10,2,10,10,8,6,2,1,6,8,1.23208119822684,36,6,6.3,"2"
0.440646965287284,-1.28377423146257,0.802662776763333,0.44444818505187,-1.43219561276851,-0.515067011494099,-0.540646470236267,-1.28748803486966,-0.914859230471636,1.33328108568813,0.0517764453342424,-0.438182542218656,0.158153650066539,0.125510885344224,-0.34632661929801,0.0927812103681042,7,1,8,7,2,3,3,1,2,8,-0.065655011181289,33,6,4.2,"3"
1.56697063134985,-0.553188327281096,-1.07349895124364,1.58048802782285,0.860526911683448,0.227681273549344,-1.26888892467513,0.539929068300153,2.065570908419,1.70577443997452,0.534844178983562,-0.108998144259909,-0.303153007073165,0.382185974204166,-0.155010370764604,0.0125076640300709,10,3,3,10,8,5,1,6,10,9,-0.238336560383805,43,5,6.5,"0"
0.440646965287284,-1.28377423146257,0.427430431161938,-1.44895155289976,0.478406490941455,0.227681273549344,-0.904767697455699,-1.28748803486966,0.575355838973682,-1.27417239431657,0.0868234182129961,-0.362534139618914,0.103359160501305,0.26100580282324,0.0262812464337523,0.120866687075426,7,1,7,2,7,5,2,1,6,1,-0.128458849043347,33,3,3.9,"2"
1.19152940932899,0.907983481081844,-1.44873129684503,0.0657682374615435,1.62476775316744,0.227681273549344,-0.540646470236267,1.63637933020204,-0.542305463110307,-0.156692331457413,0.336484467950092,0.219564175855592,0.260966127163777,0.00361297618023307,0.862522826453581,-0.0760906191684806,9,7,2,6,10,5,3,9,3,4,0.654870378887902,22,7,5.8,"1"
1.56697063134985,1.27327643317258,1.17789512236473,-0.312911710128783,1.62476775316744,-1.25781529653754,1.27995966586089,-0.556521193601737,0.575355838973682,1.70577443997452,0.378917262737333,-0.229360696698954,0.0647076337176422,-0.166112044090334,-0.542994082983719,-0.658551604531175,10,8,9,5,10,1,8,3,6,9,-1.69073346986945,16,3,6.9,"1"
0.816088187308139,0.542690528991109,1.55312746796612,0.823128132642197,-1.43219561276851,1.34180370111451,0.915838438641463,-0.556521193601737,0.947909606335011,1.70577443997452,-0.147005434430601,0.0298126881631798,0.824491925631407,-0.275087750043554,-0.749851525408813,-0.651430999997586,8,6,10,8,2,8,7,3,7,9,-1.32904139999872,18,7,6.8,"2"
1.56697063134985,-0.553188327281096,1.17789512236473,-1.44895155289976,0.096286070199461,-1.25781529653754,0.55171721142203,0.905412488934117,1.32046337369634,-0.156692331457413,0.0860814852990727,-0.293665084549748,-0.393650157428697,-0.758624396345618,-0.0467458324520748,0.283102136461762,10,3,9,2,6,1,6,7,8,4,-1.29513306215497,43,6,5.6,"1"
0.0652057432664291,-1.28377423146257,-1.44873129684503,-1.44895155289976,0.096286070199461,0.599055416071065,-0.904767697455699,-1.28748803486966,0.947909606335011,-1.27417239431657,0.0346150653676662,0.429034740634288,-0.758509077364644,0.703450108439519,-0.0216715381503241,-0.0124658199939541,6,1,2,2,6,6,2,1,7,1,1.22297460424248,54,11,3.4,"1"
-0.685676700775281,-0.918481279371831,-0.323034260040851,-1.07027160530944,1.24264733242544,-1.25781529653754,-0.540646470236267,-0.556521193601737,-1.28741299783297,0.960787731401744,0.22915176069623,-0.480887235134775,0.156829595027278,0.240890835794044,-0.0258584056606629,0.0215461511001127,4,2,5,3,9,1,3,3,1,7,0.845528000224557,52,8,3.8,"0"
1.56697063134985,-0.553188327281096,1.55312746796612,-0.69159165771911,-0.667954771284527,-0.143692868972378,-0.904767697455699,-0.556521193601737,-1.28741299783297,-1.27417239431657,0.820415387195024,0.268566873774753,-0.349569372855478,0.0143914183615761,0.011441945784691,0.0125669234093181,10,3,10,4,4,4,2,3,1,1,0.464824723971768,43,6,4.2,"2"
0.0652057432664291,0.542690528991109,0.427430431161938,1.58048802782285,-1.43219561276851,0.599055416071065,-1.26888892467513,0.905412488934117,1.32046337369634,0.215801022828972,-0.031656674151632,-0.122145794074751,-0.00889445395510925,-0.0270734772848851,0.125255294166916,0.111472424933875,6,6,7,10,2,6,1,7,8,5,0.876409830820052,27,5,5.8,"1"
0.440646965287284,-1.28377423146257,0.802662776763333,1.58048802782285,1.62476775316744,2.08455198615795,2.00820212029976,-1.28748803486966,-0.914859230471636,1.70577443997452,-0.0991783910098908,0.0267142205094272,-0.013749469829303,-0.138224479315059,0.302337307269169,-0.890044886065827,7,1,8,10,10,10,10,1,2,9,0.075367109725028,33,6,6.8,"1"
-0.310235478754426,2.00386233735405,0.427430431161938,-0.312911710128783,0.860526911683448,1.71317784363623,-0.176525243016834,-0.9220046142357,-1.28741299783297,-0.901679040030185,0.00645572935347948,-0.0343258034969895,-0.037381712326006,-0.0582267118909134,-0.367420713012546,0.375236180644752,5,10,7,5,8,9,4,2,1,2,0.182594727404774,14,1,5.3,"0"
0.440646965287284,1.63856938526331,0.427430431161938,-0.69159165771911,1.62476775316744,2.08455198615795,0.187595984202598,-0.191037772967773,2.065570908419,-0.529185685743799,-0.00754820371641311,-0.143304090959558,0.0795363924169925,0.29529012578535,0.355871778518494,0.164036691045662,7,9,7,4,10,10,5,4,10,3,-0.913306503187539,24,1,6.9,"1"
-1.43655914481699,0.907983481081844,0.0521980855605439,-1.44895155289976,1.24264733242544,0.227681273549344,-1.26888892467513,-0.9220046142357,-0.169751695748977,-0.901679040030185,0.12563691486556,0.168957858857063,-0.0222871098557809,-0.317362875470877,0.097785882962548,-0.0153494153401614,2,7,6,2,9,5,1,2,4,2,0.173725688964946,33,4,4,"1"
1.19152940932899,-1.28377423146257,-0.323034260040851,-1.07027160530944,0.478406490941455,1.71317784363623,-0.904767697455699,-1.28748803486966,-0.542305463110307,-0.529185685743799,0.221720176589095,0.548135377368212,-0.0707539747874948,-0.0842213645046442,-0.0322523667248291,0.489410721293924,9,1,5,3,7,9,2,1,3,3,1.06438965142595,32,7,4.3,"0"
-1.06111792279614,-0.187895375190361,0.0521980855605439,-1.07027160530944,0.096286070199461,-0.143692868972378,0.55171721142203,-1.28748803486966,-0.914859230471636,-1.27417239431657,0.453067415429731,-0.0411545965348211,0.00410754986737049,0.072153687216246,0.0275064467135857,0.098448940801566,3,4,6,3,6,4,6,1,2,1,0.503063916620327,12,3,3.6,"3"
-1.43655914481699,0.542690528991109,-1.44873129684503,0.823128132642197,-0.667954771284527,-0.515067011494099,0.55171721142203,1.63637933020204,-0.914859230471636,0.588294377115358,-0.314648574737159,0.0427051756102264,0.0976680165430727,0.235146476245976,0.457638852968792,-0.170110777496491,2,6,2,8,4,3,6,9,2,6,1.16671385761674,44,8,4.8,"0"
0.816088187308139,-0.187895375190361,-1.44873129684503,0.44444818505187,-1.43219561276851,-0.886441154015821,-1.26888892467513,-0.556521193601737,-1.28741299783297,-1.27417239431657,0.0642192695295708,0.0126671996749319,-0.413865163843761,-0.304506781529612,-0.473010120582935,-0.0755022534554009,8,4,2,7,2,2,1,3,1,1,-2.14030924798776,21,2,3.1,"2"
1.56697063134985,-0.918481279371831,-1.44873129684503,1.58048802782285,1.62476775316744,-0.515067011494099,-0.904767697455699,1.27089590956808,-0.914859230471636,1.70577443997452,-0.105639267874225,-0.262386410787474,0.992575781251121,0.521986540075517,0.138388911830261,-0.151962672219026,10,2,2,10,10,3,2,8,2,9,0.90137952762623,36,3,5.8,"2"
-1.43655914481699,-0.918481279371831,-1.44873129684503,1.58048802782285,0.860526911683448,-1.25781529653754,-0.176525243016834,0.539929068300153,-0.542305463110307,-0.156692331457413,-0.410387893970192,0.629283204844398,-0.478471347980383,0.134617404798173,0.253885351027379,0.0851879737661838,2,2,2,10,8,1,4,6,3,4,0.485710821388882,74,14,4.2,"1"
-1.43655914481699,-0.918481279371831,-0.323034260040851,-0.69159165771911,-1.43219561276851,0.227681273549344,-1.26888892467513,0.17444564766619,-1.28741299783297,-0.529185685743799,0.984236220053642,-0.303346091019662,-0.0275143075949144,-0.204043578886018,0.0969982179612698,0.0876881268947574,2,2,5,4,2,5,1,5,1,3,0.970550104572586,74,11,3,"3"
-0.685676700775281,2.00386233735405,-1.07349895124364,0.823128132642197,1.24264733242544,0.970429558592786,1.27995966586089,-0.9220046142357,0.947909606335011,1.33328108568813,-0.226457905626224,0.170678134018513,-0.316719505646644,-0.0557479448395613,0.478587524008815,0.0897245344226295,4,10,3,8,9,7,8,2,7,8,-0.0313151553087196,15,2,6.6,"1"
-0.310235478754426,2.00386233735405,-1.44873129684503,-1.07027160530944,0.096286070199461,0.599055416071065,-0.176525243016834,-0.191037772967773,0.202802071612352,1.70577443997452,-0.026424176767583,0.591209044159243,0.0981181291479076,-0.412199522934811,0.00890247287248643,-0.245041487369855,5,10,2,3,6,6,4,4,5,9,0.554167399473255,14,6,5.4,"1"
1.56697063134985,-0.553188327281096,1.17789512236473,-1.44895155289976,-1.43219561276851,0.970429558592786,-0.904767697455699,0.539929068300153,-0.169751695748977,-1.27417239431657,0.462310804448375,0.0374657494163926,0.453649153259191,-0.133967996268991,0.585834521719349,-0.420104851510765,10,3,9,2,2,7,2,6,4,1,1.56491323142932,43,6,4.6,"0"
1.19152940932899,-0.553188327281096,-0.323034260040851,-0.69159165771911,1.62476775316744,-0.886441154015821,-0.540646470236267,0.905412488934117,0.575355838973682,-1.27417239431657,-0.0806986338478873,-0.21305242843703,-0.0298672874585082,0.282893107905681,-0.703371831206048,-0.0538066193615142,9,3,5,4,10,2,3,7,6,1,-1.01538048957378,27,1,5,"0"
0.816088187308139,1.27327643317258,1.55312746796612,-1.44895155289976,0.478406490941455,0.599055416071065,-0.176525243016834,-1.28748803486966,0.575355838973682,-0.901679040030185,0.314304481042354,0.117725324982249,-0.635301266987039,0.62725992998393,0.0290390804189864,-0.0469510877207577,8,8,10,2,7,6,4,1,6,2,0.97701580588799,21,2,5.4,"2"
-0.310235478754426,-1.28377423146257,-1.44873129684503,-0.69159165771911,0.096286070199461,-1.25781529653754,1.64408089308033,-0.556521193601737,-0.914859230471636,0.588294377115358,-0.0286839303751082,0.525123283565075,0.627164579799729,-0.041979333779698,-0.00754643995687644,-0.361816941735168,5,1,2,4,6,1,9,3,2,6,-0.336761321088951,55,11,3.9,"0"
1.56697063134985,-0.553188327281096,-1.44873129684503,0.823128132642197,-0.285834350542533,-0.515067011494099,0.187595984202598,0.539929068300153,-0.914859230471636,0.215801022828972,-0.64096376373517,0.239478587633822,-0.0879374035076246,-0.0645128315750385,-0.0822216988780836,0.293391576858834,10,3,2,8,5,3,5,6,2,5,-0.531827315534631,43,4,4.9,"0"
-1.43655914481699,0.907983481081844,0.0521980855605439,-1.44895155289976,-1.05007519202652,-0.143692868972378,-0.904767697455699,-0.191037772967773,1.69301714105767,-0.156692331457413,0.621895181238001,0.0551142298975906,-0.00409103536711532,-0.416798254112318,0.598142007804617,-0.0217160431224596,2,7,6,2,3,4,2,4,9,4,0.0295784318389611,33,4,4.3,"2"
-0.310235478754426,-0.187895375190361,0.802662776763333,0.823128132642197,-0.285834350542533,-0.515067011494099,-1.26888892467513,-1.28748803486966,-0.542305463110307,0.215801022828972,-0.0188311680275154,0.0147263375077153,0.23089001376642,-0.468868817849983,-0.0431976278757096,-0.113453021579484,5,4,8,8,5,3,1,1,3,5,-0.343780266298126,32,2,4.3,"0"
-1.43655914481699,2.00386233735405,-0.323034260040851,1.20180808023252,1.62476775316744,0.599055416071065,-0.176525243016834,-0.556521193601737,0.202802071612352,2.0782677942609,0.112590609507749,0.576421152259447,0.184006214371773,0.181627079213421,0.357885103973245,0.176262918498663,2,10,5,9,10,6,4,3,5,10,1.42169706053292,22,3,6.4,"1"
1.56697063134985,1.63856938526331,-1.44873129684503,-0.312911710128783,-1.43219561276851,-0.515067011494099,-0.540646470236267,-0.9220046142357,-0.169751695748977,0.588294377115358,0.450747039875029,-0.933359048447859,-0.218944137869439,-0.0689245830338343,-0.421401713088949,0.160292482894543,10,9,2,5,2,3,3,2,4,6,-1.56370939765922,17,3,4.6,"1"
-1.43655914481699,-0.918481279371831,0.802662776763333,1.58048802782285,-0.667954771284527,1.71317784363623,-0.176525243016834,-1.28748803486966,0.202802071612352,2.0782677942609,0.818290326002881,-0.138808412781046,0.17680130022115,0.465034494243192,0.20787223091588,0.225086140480421,2,2,8,10,4,9,4,1,5,10,1.93825063991207,74,10,5.5,"1"
-1.43655914481699,-0.187895375190361,1.17789512236473,-1.44895155289976,-0.285834350542533,-0.886441154015821,-0.904767697455699,-0.9220046142357,0.575355838973682,-0.901679040030185,-0.217104582571918,-0.041387426452182,0.346577672755266,0.450923931887003,-0.037554391109676,-0.406170381838437,2,4,9,2,5,2,2,2,6,2,0.597855578498687,41,2,3.6,"1"
-1.06111792279614,-1.28377423146257,-0.323034260040851,-0.69159165771911,-0.667954771284527,2.08455198615795,-0.904767697455699,2.00186275083601,-0.914859230471636,-1.27417239431657,-0.233730819304754,-0.377730985582354,0.100530537670714,-0.090864878741395,-0.306059170734981,-0.242569158730612,3,1,5,4,4,10,2,10,2,1,-1.31815095421162,18,3,4.2,"0"
-0.685676700775281,-0.918481279371831,-0.698266605642245,-1.44895155289976,-0.285834350542533,1.34180370111451,-1.26888892467513,0.17444564766619,0.575355838973682,1.70577443997452,-0.201749910246782,0.285837845323461,-0.0917418678242899,-0.663914578921039,0.0332611507929836,-0.133141619983062,4,2,4,2,5,8,1,5,6,9,-1.37990267696653,52,8,4.6,"2"
1.56697063134985,0.177397576900374,-1.44873129684503,0.44444818505187,0.096286070199461,-1.25781529653754,0.55171721142203,0.905412488934117,1.32046337369634,1.33328108568813,-0.487652300607055,0.0233074085468749,-0.663813656840146,-0.0517182699511772,-0.00955406767585375,-0.0818040674580156,10,5,2,7,6,1,6,7,8,8,-1.02804762992651,33,7,6,"0"
0.816088187308139,1.27327643317258,0.802662776763333,0.823128132642197,1.62476775316744,0.970429558592786,1.64408089308033,-0.9220046142357,0.947909606335011,-0.529185685743799,0.107221874865582,0.583419635589662,-0.0934019567737975,-0.0816755930413566,0.105669418434959,-0.288844784513083,8,8,8,8,10,7,9,2,7,3,2.01244013347365,21,2,7,"1"
-0.310235478754426,-1.28377423146257,0.802662776763333,-0.69159165771911,-1.43219561276851,-1.25781529653754,-0.904767697455699,-0.9220046142357,-1.28741299783297,-0.901679040030185,-0.142150962074203,0.149386552791069,-0.0796449005988044,-0.0449787904290813,0.426287750087273,-0.651528989341969,5,1,8,4,2,1,2,2,1,2,0.0359450330334052,55,5,2.8,"0"
0.816088187308139,-1.28377423146257,1.17789512236473,-0.69159165771911,0.096286070199461,1.71317784363623,-0.904767697455699,-0.9220046142357,0.947909606335011,0.215801022828972,-0.0949642063905456,0.127383596220122,0.0766063286983692,0.205849710137227,0.0498747043206215,-0.775382586309969,8,1,9,4,6,9,2,2,7,5,-0.990838209002267,30,4,5.3,"1"
0.0652057432664291,-0.187895375190361,-1.44873129684503,-1.44895155289976,-1.43219561276851,0.227681273549344,0.55171721142203,0.905412488934117,0.202802071612352,-0.529185685743799,-0.00647009565071331,-0.0122200819066464,0.431209535560074,-0.750534632123615,0.648210308378259,0.0915407786233468,6,4,2,2,2,5,6,7,5,3,-0.116929559187827,31,7,4.2,"1"
